date,pressure,height,temperature,dewpoint,u_wind,v_wind
2024-01-10 12:00:00,750.0,2342.242,-5.386688,-18.705734,12.529174,-3.7765598
2024-01-10 12:00:00,700.0,2878.0234,-10.7117,-21.899693,17.287735,-5.9790344
2024-01-10 12:00:00,650.0,3441.606,-16.052246,-26.659775,20.89573,-8.376848
2024-01-10 12:00:00,600.0,4037.8694,-21.39473,-30.409058,21.504242,-9.642045
2024-01-10 12:00:00,550.0,4672.623,-26.606125,-35.154797,24.285858,-10.52541
2024-01-10 12:00:00,500.0,5352.258,-32.49228,-42.008156,27.677582,-11.241639
2024-01-10 12:00:00,450.0,6085.5,-38.122147,-47.662025,34.130478,-8.099347
2024-01-10 12:00:00,400.0,6887.109,-42.776276,-56.896755,40.85309,-6.7261295
2024-01-10 12:00:00,350.0,7781.0273,-46.38182,-62.29298,47.91034,-8.523319
2024-01-10 12:00:00,300.0,8799.285,-47.850296,-66.54819,42.09482,-4.9006014
2024-01-10 12:00:00,250.0,9995.56,-50.395676,-68.84175,44.50612,-0.44032574
2024-01-10 12:00:00,200.0,11444.479,-52.30197,-71.51898,30.150452,0.4222002
2024-01-10 12:00:00,150.0,13285.087,-56.63289,-75.72751,29.870697,6.151252
2024-01-10 12:00:00,100.0,15842.671,-54.04271,-73.62125,34.41983,-3.0215607
2024-01-11 12:00:00,1000.0,-18.277243,8.558746,-1.3919277,2.1270185,0.088941574
2024-01-11 12:00:00,975.0,189.9839,7.1965637,-2.7500486,2.11511,0.076981544
2024-01-11 12:00:00,950.0,402.622,5.813751,-4.128927,2.0996852,0.07282543
2024-01-11 12:00:00,925.0,619.83527,4.3684387,-5.5817013,2.0945659,0.05805397
2024-01-11 12:00:00,900.0,841.86017,2.9598694,-6.9779787,2.1052673,0.09042549
2024-01-11 12:00:00,875.0,1068.9382,1.45047,-8.476407,2.1325443,0.1183691
2024-01-11 12:00:00,850.0,1301.3439,-0.007171631,-9.922068,2.06195,0.082393646
2024-01-11 12:00:00,825.0,1539.3289,-1.5142517,-11.460068,2.1741774,0.032752037
2024-01-11 12:00:00,800.0,1782.8817,-4.3388367,-15.321335,3.730548,-0.6930857
2024-01-11 12:00:00,775.0,2033.8,-3.570465,-16.1404,3.3711624,-1.2569189
2024-01-11 12:00:00,750.0,2292.4714,-4.1270447,-17.190348,5.581377,1.1406708
2024-01-11 12:00:00,700.0,2832.972,-7.2271423,-17.699417,10.656903,3.1926532
2024-01-11 12:00:00,650.0,3404.7866,-11.862518,-20.453394,14.674476,0.16633606
2024-01-11 12:00:00,600.0,4011.562,-17.063477,-24.755154,16.081991,-1.3472567
2024-01-11 12:00:00,550.0,4655.9243,-23.185944,-32.13424,17.422318,-0.48230553
2024-01-11 12:00:00,500.0,5346.51,-28.173065,-39.612267,23.516922,-2.1097517
2024-01-11 12:00:00,450.0,6093.2266,-34.061325,-44.37339,22.353394,1.4690795
2024-01-11 12:00:00,400.0,6905.251,-41.364243,-48.715942,18.843159,3.669838
2024-01-11 12:00:00,350.0,7794.2964,-50.038437,-51.54908,17.049845,4.4403067
2024-01-11 12:00:00,300.0,8783.406,-56.11766,-64.71797,23.46791,7.1389513
2024-01-11 12:00:00,250.0,9947.314,-54.064377,-71.73166,38.059845,5.663665
2024-01-11 12:00:00,200.0,11379.569,-53.245804,-72.13941,29.03218,-1.9035349
2024-01-11 12:00:00,150.0,13238.904,-52.551712,-72.010345,30.344131,3.3527842
2024-01-11 12:00:00,100.0,15838.256,-53.387833,-72.99597,41.476074,-5.0718822
2024-01-12 12:00:00,1000.0,95.16019,4.667694,-5.0623074,2.633644,2.0494866
2024-01-12 12:00:00,975.0,300.58893,3.3106384,-6.405118,2.6545162,2.0569756
2024-01-12 12:00:00,950.0,510.3305,1.9771423,-7.7899475,2.636448,2.0366793
2024-01-12 12:00:00,925.0,724.5757,0.57333374,-9.176425,2.6390505,2.0300298
2024-01-12 12:00:00,900.0,943.58124,-0.8527527,-10.592074,2.6611147,2.0389338
2024-01-12 12:00:00,875.0,1167.5707,-2.3077698,-12.017795,2.6374235,2.0466113
2024-01-12 12:00:00,850.0,1396.7594,-3.8056946,-13.505078,2.6130085,2.0293152
2024-01-12 12:00:00,825.0,1631.4639,-5.3335876,-15.182513,2.8149185,2.1186147
2024-01-12 12:00:00,800.0,1871.0634,-6.40744,-19.1111,6.3695965,2.036637
2024-01-12 12:00:00,775.0,2117.5762,-8.475433,-22.554434,10.277408,-0.44187164
2024-01-12 12:00:00,750.0,2370.6282,-10.814117,-24.215153,14.336644,-3.44763
2024-01-12 12:00:00,700.0,2896.1318,-15.511841,-27.672947,16.731281,-10.181834
2024-01-12 12:00:00,650.0,3450.0552,-20.152542,-31.426636,14.504233,-15.12085
2024-01-12 12:00:00,600.0,4037.0225,-25.266968,-34.899445,14.15779,-16.645432
2024-01-12 12:00:00,550.0,4661.287,-30.910309,-39.201622,14.501428,-16.237778
2024-01-12 12:00:00,500.0,5328.9717,-36.685852,-42.142666,15.383038,-16.528625
2024-01-12 12:00:00,450.0,6050.4165,-41.393616,-47.310703,20.541504,-17.057465
2024-01-12 12:00:00,400.0,6843.9424,-44.061768,-57.401794,23.411057,-19.292755
2024-01-12 12:00:00,350.0,7739.504,-44.11061,-62.59626,31.377106,-25.264053
2024-01-12 12:00:00,300.0,8765.682,-47.812622,-66.14648,38.25714,-28.387299
2024-01-12 12:00:00,250.0,9957.636,-51.112396,-69.540375,36.414856,-25.46457
2024-01-12 12:00:00,200.0,11405.148,-52.320267,-71.32524,37.77829,-24.422958
2024-01-12 12:00:00,150.0,13266.677,-52.19104,-71.66794,35.818085,-13.965179
2024-01-12 12:00:00,100.0,15897.074,-50.02858,-69.777954,31.980377,-8.754325
2024-01-13 12:00:00,1000.0,209.17546,-13.097748,-17.014439,-2.5196152,-1.2916021
2024-01-13 12:00:00,975.0,403.0282,-14.35556,-18.25595,-2.51933,-1.2886095
2024-01-13 12:00:00,950.0,600.94586,-15.634796,-19.544514,-2.523409,-1.2891226
2024-01-13 12:00:00,925.0,803.1217,-16.929047,-20.860657,-2.5333834,-1.3004084
2024-01-13 12:00:00,900.0,1009.768,-18.279587,-22.202656,-2.5171862,-1.2900524
2024-01-13 12:00:00,875.0,1221.144,-19.621658,-23.522583,-2.5173807,-1.2634697
2024-01-13 12:00:00,850.0,1437.4333,-21.007614,-24.865559,-2.4956722,-1.3062592
2024-01-13 12:00:00,825.0,1658.8676,-22.085876,-25.604618,-2.4847965,-1.5730791
2024-01-13 12:00:00,800.0,1884.7239,-24.247345,-27.38288,-3.9130182,-1.6434517
2024-01-13 12:00:00,775.0,2115.618,-24.908386,-31.784512,-3.286234,-0.681797
